Gene Symbol,log2 fold-change Start vs. end ,pseudotime 0, pseudotime 1 on SC-beta branch,pseudotime 1 on SC-EC branch,log2 fold-change SC-beta vs. SC-EC,log likelihood of GLM model with pseudotime and branching,"log likelihood of GLM model with pseudotime, but no branching",log likelihood of GLM model without pseudotime or branching,(Pseudotime vs. Reduced) FDR corrected q-value from likelihood ratio test,(Branched vs. Pseudotime) FDR corrected q-value from likelihood ratio test
TPCN2,0,0.113677508,0.1,0.1,0,-2370.635864,-2368.914174,-2370.635864,0.605857486,0.662694185
PCTP,-0.838094385,0.201161613,0.105625083,0.104522601,-0.035748246,-4576.086828,-4574.366769,-4576.086828,0.059891618,0.663209592
MYH1,0,0.1,0.1,0.1,0,-142.8416935,-141.1215952,-142.8416935,9.94089E-06,0.663209592
APITD1-CORT,0,0.1,0.1,0.1,0,-212.5894867,-210.8696286,-212.5894867,0.590141597,0.663233733
TPD52L2,0.356619026,0.348239108,0.449598674,0.565157536,0.287109832,-11175.3771,-11173.65759,-11175.3771,0.03555069,0.663245084
CHRNA10,0,0.1,0.1,0.1,0,-510.1062662,-508.3868048,-510.1062662,0.351675642,0.663245084
ARHGEF25,-0.011078803,0.1,0.142719881,0.1,-0.42174626,-4348.902023,-4347.182722,-4348.902023,4.38354E-15,0.663245084
CD3EAP,0,0.1,0.1,0.1,0,-579.8628167,-578.1437016,-579.8628167,0.497130461,0.663245084
POLD2,-0.291852587,0.820714695,0.598613307,0.701805401,0.220675117,-16578.81563,-16577.09638,-16578.81563,0.00128983,0.663245084
HCG11,0,0.1,0.1,0.1,0,-2201.772761,-2200.053894,-2201.772761,0.777262606,0.663289111
RPL38,-0.762544956,10.24256685,6.27911879,6.16194371,-0.03280657,-55988.78379,-55987.06539,-55988.78379,2.6284E-242,0.663424124
SLC26A11,0.752548274,0.168197191,0.329004897,0.274623464,-0.241211042,-7360.80143,-7359.08344,-7360.80143,6.58198E-12,0.663482286
ACR,0,0.1,0.1,0.1,0,-193.0033057,-191.2856152,-193.0033057,0.448043864,0.663482286
GAB2,0.007290999,0.383006027,0.408974296,0.276196198,-0.506902247,-7575.803116,-7574.085378,-7575.803116,1.9451E-09,0.663482286
PHLDB2,0.348320834,0.515258653,0.554572048,0.612757616,0.127843237,-12065.1545,-12063.43672,-12065.1545,6.18668E-26,0.663482286
DPH3,0.305882615,0.529588519,0.565144609,0.674059139,0.250840927,-14620.9152,-14619.19787,-14620.9152,0.024481545,0.663569898
FBXO27,0.573561936,0.1,0.150992735,0.140525255,-0.045544244,-3508.924885,-3507.207849,-3508.924885,8.88039E-10,0.663637006
BEGAIN,0,0.1,0.1,0.1,0,-1387.141402,-1385.425141,-1387.141402,0.017281276,0.663881256
SBK1,-1.15759549,2.483175105,1.016745448,1.168072715,0.20139007,-28737.38691,-28735.67075,-28737.38691,7.81363E-54,0.663881256
TMEM177,0,0.1,0.1,0.1,0,-776.5972214,-774.8812106,-776.5972214,0.798252684,0.663886657
CCNI,0.341623632,7.300988983,9.201705351,9.090806265,-0.016575594,-55488.18956,-55486.47459,-55488.18956,1.01421E-24,0.663903433
HAUS2,-0.079649044,0.356553859,0.292639578,0.260487456,-0.131504912,-8919.513148,-8917.797933,-8919.513148,0.003056112,0.663903433
TRIM23,1.480353864,0.132334696,0.506075189,0.314492271,-0.67043227,-6310.462109,-6308.746727,-6310.462109,1.17674E-07,0.663903433
METTL8,-0.414495645,0.150600389,0.137348767,0.144333222,0.086167925,-5150.501921,-5148.786773,-5150.501921,0.170038336,0.663903433
COPS8,-0.440393388,0.461497189,0.407983479,0.298924686,-0.385788328,-12518.00532,-12516.28997,-12518.00532,3.12454E-09,0.663903433
GABRG2,0,0.1,0.1,0.1,0,-764.7121394,-762.9964827,-764.7121394,0.000160642,0.663903433
DHX35,-0.411065714,0.180145431,0.141106958,0.120306708,-0.205120464,-4390.000552,-4388.285525,-4390.000552,0.000779307,0.663903433
POFUT2,-0.317946508,0.253244807,0.262366626,0.162597894,-0.607089749,-6693.237735,-6691.524005,-6693.237735,0.56293458,0.664363263
SNRPA,-1.213801461,0.867250418,0.326355451,0.36342365,0.141837415,-12255.86688,-12254.15385,-12255.86688,2.91589E-54,0.664597178
CIRBP,-1.104736782,9.081548692,4.047399724,4.338729344,0.073329252,-46152.19852,-46150.48575,-46152.19852,2.0849E-198,0.664644041
PDXP,0,0.1,0.1,0.1,0,-440.6461279,-438.9341067,-440.6461279,0.012909239,0.664900122
COA1,0.017561811,0.421854444,0.509545061,0.46435066,-0.106016439,-12988.72182,-12987.01006,-12988.72182,0.122289265,0.664951407
ARMT1,0.341118674,0.391379134,0.565116323,0.449979667,-0.315667124,-10413.17695,-10411.46558,-10413.17695,0.001887427,0.665054518
APCS,0.017611214,0.1,0.1,0.195659731,0.120111877,-137.7749626,-136.0639877,-137.7749626,6.38776E-10,0.665099047
FRMPD2,0,0.1,0.1,0.1,0,-1344.032306,-1342.321222,-1344.032306,0.000759946,0.665099047
FAM160B1,0.183078131,0.336000539,0.326824258,0.36354154,0.11799498,-8393.763762,-8392.053383,-8393.763762,0.000625209,0.665289334
PRMT5,-0.751165116,0.755683278,0.380415692,0.499676648,0.362704599,-15530.06724,-15528.35742,-15530.06724,1.03932E-10,0.665461444
PTPRS,0,0.1,0.1,0.1,0,-1519.751837,-1518.042638,-1519.751837,0.329653622,0.665664665
SCAF8,-0.652282532,0.979392554,0.613493206,0.561738976,-0.115405138,-16367.54896,-16365.84043,-16367.54896,3.12123E-09,0.665888638
FDPS,0.649296285,1.118915764,1.563535755,1.991184227,0.329234824,-22862.74241,-22864.45044,-22862.74241,7.0148E-103,0.66591358
CCNB1IP1,-0.270272869,0.608474153,0.511590768,0.43660858,-0.227895889,-11803.16727,-11801.45938,-11803.16727,0.116072538,0.66591358
SKIV2L,0.289430983,0.130425994,0.239033039,0.175693017,-0.410480502,-5198.279491,-5196.571394,-5198.279491,0.095829466,0.66591358
ATP13A2,-0.201277464,0.779625775,0.507565187,0.528199116,0.07393171,-12597.56084,-12595.8528,-12597.56084,1.25544E-38,0.66591358
RAD23B,0.485309372,2.302239705,3.100013805,3.325577448,0.108430274,-40435.63386,-40433.92663,-40435.63386,4.22472E-36,0.666128974
PRRC2B,-0.594952831,2.210281803,1.365137898,1.546119908,0.147360766,-28437.81547,-28436.10857,-28437.81547,1.04868E-49,0.666149618
DDAH2,-1.961468837,3.04816769,0.722403527,0.662595511,-0.123150268,-19783.1665,-19781.4595,-19783.1665,7.0089E-133,0.666149618
PHLDA2,0,0.1,0.1,0.1,0,-1263.388152,-1261.68166,-1263.388152,3.02429E-05,0.666176545
IFT74,0.091799594,0.283989341,0.374162644,0.338696315,-0.114512102,-10967.57457,-10965.86816,-10967.57457,9.68834E-08,0.666176545
LHPP,0.123859759,0.115819047,0.1,0.155476816,0.624668147,-3187.461758,-3185.755271,-3187.461758,1.50751E-12,0.666176545
OSER1,-1.184781604,0.26834768,0.109184659,0.13693885,0.300914633,-5438.872394,-5437.16643,-5438.872394,4.78208E-16,0.66624206
HAUS8,-0.744349118,0.274691032,0.1,0.1,0,-1515.189827,-1513.483808,-1515.189827,1.92268E-14,0.66624206
SH3BGRL,-1.787190502,1.379507772,0.41056634,0.322768965,-0.289899902,-15323.34576,-15321.64069,-15323.34576,1.82394E-50,0.666558734
DNAJC15,-2.615715893,0.595861273,0.1,0.1,0,-4700.865654,-4699.160774,-4700.865654,1.4573E-205,0.666577464
CTIF,0.943296812,0.119691093,0.220613385,0.174778865,-0.290472536,-4161.225532,-4159.521039,-4161.225532,6.45708E-06,0.666679954
SAR1B,2.468176673,0.260481897,1.859014455,1.726137269,-0.115266477,-17310.75973,-17309.05563,-17310.75973,8.1925E-124,0.666781947
TECR,0.427512268,1.023497883,1.076226312,1.501757036,0.43499565,-18823.88134,-18822.17762,-18823.88134,2.73522E-86,0.666883632
BMP2K,-1.606110586,0.351118186,0.1,0.1,0,-3425.291789,-3423.589023,-3425.291789,4.50293E-22,0.667187261
KLC2,1.003344462,0.1,0.134205363,0.251994964,0.825661707,-4400.701381,-4398.998668,-4400.701381,5.94068E-12,0.667187261
SHD,0,0.1,0.1,0.1,0,-394.5475609,-392.8454519,-394.5475609,0.013603822,0.667381094
ZNF215,0,0.1,0.1,0.1,0,-292.6412013,-290.9398008,-292.6412013,0.509748234,0.667618819
CCDC22,0.070770073,0.118713921,0.170140697,0.109350545,-0.586413254,-4269.415189,-4267.715346,-4269.415189,0.194702584,0.668213398
ORMDL2,0.395974624,0.42335058,0.512419256,0.638020016,0.30013727,-12709.9926,-12708.29395,-12709.9926,0.000188676,0.66865491
PPM1K,0.96056915,0.20815977,0.379683592,0.520968906,0.41855391,-11287.45647,-11285.75808,-11287.45647,8.02639E-22,0.668703582
PRR16,0,0.1,0.1,0.1,0,-1013.454422,-1011.756366,-1013.454422,2.53779E-12,0.668714292
C18orf8,0.262544089,0.1,0.102098233,0.138142788,0.446101375,-4769.747949,-4768.049899,-4769.747949,0.000216762,0.668714292
ABHD5,0,0.1,0.122031083,0.1,-0.255939047,-2390.687987,-2388.990192,-2390.687987,0.029611303,0.668714292
C16orf52,0.504046043,0.375825978,0.610264166,0.466020365,-0.378458423,-11273.95673,-11272.25882,-11273.95673,0.083778969,0.668714292
PDZD11,-0.294965783,0.424019545,0.316562979,0.290436196,-0.069741477,-8603.926478,-8602.229096,-8603.926478,0.01994744,0.668827916
PURA,0.50262232,0.547094279,0.662709178,0.844237581,0.32496181,-14875.65951,-14873.96275,-14875.65951,2.25879E-09,0.669031227
WFS1,3.346793927,0.1,1.034434215,1.130520292,0.087879879,-12082.43609,-12080.73952,-12082.43609,7.1408E-152,0.669050619
C4orf19,-0.062160291,0.130759003,0.1,0.11614095,0.208887632,-2581.857398,-2580.161562,-2581.857398,3.73321E-12,0.669297741
HELZ,0.630157783,0.790342088,1.273984725,1.363869345,0.06884462,-22010.86757,-22009.1727,-22010.86757,3.86014E-08,0.669642598
DFFB,0,0.1,0.1,0.1,0.036113089,-3806.426173,-3804.731585,-3806.426173,0.117433888,0.669703058
MCM9,-0.078264206,0.1,0.1,0.1,0,-2068.816379,-2067.12292,-2068.816379,0.000880574,0.670118205
GPR137,0.872068835,0.290628646,0.45420256,0.534654493,0.247811326,-9895.124708,-9893.431818,-9895.124708,8.06266E-23,0.670217652
KRCC1,-0.184878638,0.33226415,0.356746669,0.310086187,-0.170613354,-12056.48534,-12054.79243,-12056.48534,6.71314E-11,0.670217652
USP12,-0.479617116,0.125763619,0.1,0.104408207,0.063411597,-3611.206344,-3609.513551,-3611.206344,0.171971779,0.670217652
RBL2,0.875025654,0.255469301,0.55696585,0.478725888,-0.236128903,-11167.61302,-11165.92054,-11167.61302,9.30762E-08,0.670290215
PSMG2,-0.19079247,1.000636175,0.922573675,0.858797806,-0.093479273,-18598.58828,-18596.89611,-18598.58828,1.93556E-21,0.670359434
ZNF510,0,0.1,0.1,0.1,0,-2094.741549,-2093.049591,-2094.741549,0.119259447,0.67038877
BTC,0,0.1,0.1,0.1,0,-402.7594717,-401.0684778,-402.7594717,0.062145766,0.670603236
CTPS2,0,0.114764164,0.1,0.1,0,-2520.033867,-2518.342755,-2520.033867,2.02659E-05,0.670603236
ATG3,0.255198282,0.277217213,0.310099928,0.360620854,0.241371685,-9654.964878,-9653.274047,-9654.964878,4.68361E-07,0.670603236
GLT8D1,0.405987878,0.617347043,0.973596491,0.801251854,-0.261705129,-19246.21511,-19244.52438,-19246.21511,8.71713E-10,0.670603236
NOL10,0.436425185,0.261346433,0.395293634,0.377578879,-0.032299149,-10697.41936,-10695.72835,-10697.41936,5.00907E-05,0.670603236
ING3,-0.227120067,0.509323261,0.496785606,0.492721721,-0.007467936,-12726.70165,-12725.01154,-12726.70165,0.377909985,0.670806055
MRPL45,-0.64347832,0.52486543,0.267260323,0.253074668,-0.054194392,-8268.822561,-8267.132963,-8268.822561,0.003454589,0.670961509
SCFD1,1.082633704,0.434272207,0.867289614,0.922209625,0.062814497,-15691.74991,-15690.06067,-15691.74991,3.61024E-17,0.671050945
LYAR,-0.83832309,0.349122117,0.186648688,0.201334369,0.081088196,-6908.751272,-6907.062922,-6908.751272,6.58439E-24,0.67136661
B4GALNT3,1.23672613,0.1,0.183416066,0.264816245,0.491853273,-7885.328641,-7883.642103,-7885.328641,2.18475E-60,0.672010415
OR7E24,0,0.1,0.1,0.1,0,-2723.02524,-2721.338666,-2723.02524,0.239590939,0.672010415
ZRANB2,0.062808165,1.004845135,1.176968074,0.995012775,-0.243468922,-21355.58228,-21353.89594,-21355.58228,7.74569E-40,0.67203268
ASIC4,1.341983473,0.1,0.390002606,0.220793984,-0.879943001,-2322.706007,-2321.020327,-2322.706007,1.09365E-25,0.672113146
HIBADH,0.59829246,0.21077512,0.267314676,0.303958125,0.176830888,-7538.931844,-7537.246005,-7538.931844,0.008627696,0.672113146
BBS1,0,0.1,0.1,0.1,0,-1316.607455,-1314.921876,-1316.607455,0.985573584,0.672113146
PCF11,-0.231555577,0.457801018,0.470896981,0.388172963,-0.246357297,-11274.66096,-11272.97517,-11274.66096,0.132723356,0.672113146
RRP12,-0.841353283,0.25726266,0.106187233,0.162100213,0.593539708,-7531.909618,-7530.22591,-7531.909618,2.26034E-06,0.672842371
IL6ST,-1.720176475,1.050671806,0.325338053,0.279202738,-0.197752638,-9493.725507,-9492.042332,-9493.725507,2.91255E-38,0.67290382
TPTE,0,0.1,0.105262953,0.1,-0.020839283,-2748.010779,-2746.32777,-2748.010779,9.91359E-09,0.67290382
SUCLA2,0.442382912,0.241929815,0.311150701,0.360070729,0.212776687,-8489.121011,-8487.43779,-8489.121011,0.001738609,0.67290382
COMMD2,-0.636964482,0.669905075,0.457657346,0.352856302,-0.319664183,-11933.6301,-11931.94711,-11933.6301,0.002159481,0.67290382
MAP4K4,-0.171668775,3.662863965,3.48972876,3.114186455,-0.151709041,-41249.87338,-41248.19056,-41249.87338,1.78651E-24,0.672918215
B3GALT4,1.227358951,0.1,0.197750928,0.258528156,0.374492118,-3799.07412,-3797.392229,-3799.07412,8.30679E-41,0.673246742
JSRP1,0,0.1,0.1,0.1,0,-226.3187264,-224.6372521,-226.3187264,0.30795586,0.673362337
ZNF697,-0.683682263,0.31969108,0.258533177,0.182317001,-0.486706332,-7058.525568,-7056.844287,-7058.525568,1.68349E-05,0.673383588
REXO4,0.636873124,0.150580745,0.220070091,0.235322512,0.089662637,-5421.937743,-5420.256679,-5421.937743,0.181993009,0.673414819
INTS6L,0,0.1,0.1,0.1,0,-1105.766323,-1104.085703,-1105.766323,0.01464859,0.673490743
TLN1,0.273014492,1.117300244,1.290410693,1.200606288,-0.083271511,-24105.96289,-24104.28229,-24105.96289,3.35264E-25,0.673490743
HIST1H4I,0,0.1,0.1,0.1,0,-280.8821112,-279.2019702,-280.8821112,0.515916701,0.673623174
ME3,0,0.1,0.1,0.1,0,-3057.362126,-3055.683358,-3057.362126,4.66661E-58,0.674069345
RMRP,0,0.1,0.1,0.1,0,-418.6046378,-416.9258141,-418.6046378,1.60645E-06,0.674069345
GDF11,0.294508865,0.419870197,0.52927094,0.472460654,-0.190277803,-10560.60429,-10558.92563,-10560.60429,0.005629258,0.674069345
PSME2,0.070757589,0.546457421,0.433772952,0.514621813,0.22719665,-8082.847139,-8081.169011,-8082.847139,2.04032E-21,0.674107802
TMEM106C,-2.374349122,0.831527307,0.119688575,0.1,-0.236533989,-4070.890406,-4069.212892,-4070.890406,3.33859E-41,0.674107802
HEXIM1,1.02097322,0.574819824,0.963389515,1.259920198,0.347558951,-16311.42697,-16309.74925,-16311.42697,4.09694E-55,0.674107802
SELENOT,1.479650857,0.700171016,2.264508686,2.11688626,-0.097727025,-27262.28696,-27260.60968,-27262.28696,1.979E-106,0.674107802
MICAL3,0.15902636,0.1,0.1,0.14205546,0.464319393,-3121.578689,-3119.900746,-3121.578689,0.000376763,0.674107802
POLR2J3,0.624578754,0.522192166,0.961099038,0.983437559,0.00644629,-19094.30145,-19092.62403,-19094.30145,6.675E-18,0.674107802
MADCAM1,0,0.1,0.1,0.1,0,-216.6236216,-214.9455044,-216.6236216,0.025072335,0.674107802
GRWD1,-0.362777774,0.208571763,0.157263381,0.166773803,0.124917061,-6414.380076,-6412.702662,-6414.380076,0.354408509,0.674107802
WNK4,0,0.1,0.117309577,0.1,-0.180336412,-1870.017429,-1868.339499,-1870.017429,1.53313E-09,0.674107802
FTX,0,0.1,0.1,0.1,0,-1820.196793,-1818.519659,-1820.196793,0.035653245,0.674107802
SMDT1,0.860563183,0.5232664,0.857004451,1.030953216,0.263095085,-17804.13707,-17802.46112,-17804.13707,4.8464E-23,0.674549254
NELFA,-0.449064902,0.726993109,0.460872972,0.550348468,0.253517802,-14502.91056,-14501.23493,-14502.91056,0.057375879,0.674625703
TTLL5,0.144813729,0.339260056,0.327160008,0.381435988,0.23751973,-10673.13749,-10671.46202,-10673.13749,0.010771857,0.674627076
VPS51,-0.059405016,1.215953483,1.086443508,1.112051332,0.030709643,-20865.06507,-20863.3915,-20865.06507,0.007978566,0.675370675
ZNF35,0,0.1,0.1,0.1,0,-2026.081291,-2024.408051,-2026.081291,0.007041422,0.67545115
ST3GAL4,0,0.1,0.1,0.1,0,-758.6659711,-756.9934612,-758.6659711,0.493496938,0.67569903
ZNF530,0,0.1,0.1,0.1,0,-304.4255178,-302.7532025,-304.4255178,0.132390664,0.675720824
NKX3-1,0,0.1,0.1,0.1,0,-1534.332791,-1532.661478,-1534.332791,0.001357035,0.676023722
KCNH3,-1.632898753,0.370038314,0.1,0.1,0,-4763.61763,-4761.946193,-4763.61763,9.08782E-41,0.676023722
GAL3ST1,0.112627368,0.422053628,0.440742359,0.421503238,-0.073758963,-9252.755457,-9251.084529,-9252.755457,5.78171E-28,0.67612594
CEBPZ,-0.167797988,0.57585802,0.563899561,0.415635324,-0.412805896,-11776.12139,-11774.45105,-11776.12139,1.41291E-05,0.676313006
MPPED2,-0.695811886,0.168654292,0.1,0.1,0,-2573.86368,-2572.194114,-2573.86368,1.78992E-10,0.676338705
MPDZ,-1.829847462,0.526149142,0.129305063,0.112018166,-0.177964932,-7375.218908,-7373.549292,-7375.218908,1.06359E-20,0.676338705
ZNF571,0,0.1,0.1,0.1,0,-1786.726583,-1785.056564,-1786.726583,0.052001412,0.676338705
AP4B1,-0.00404845,0.131303457,0.1,0.1,0,-2094.174439,-2092.504703,-2094.174439,0.080374158,0.676338705
KLHL25,-0.319634899,0.140396258,0.114795638,0.115905661,0.030040095,-4462.251917,-4460.58193,-4462.251917,0.031796508,0.676338705
SKIL,-2.074371112,1.537766931,0.295821755,0.291186912,-0.009196578,-9091.774241,-9090.105389,-9091.774241,2.0902E-104,0.67658031
WFDC21P,0,0.1,0.1,0.1,0,-136.5074815,-134.8389249,-136.5074815,4.74255E-05,0.676644954
RPS10,-1.374524027,7.336501409,2.817832269,2.662305796,-0.080218323,-41788.94785,-41787.28007,-41788.94785,2.4941E-299,0.676911112
CDKN2AIPNL,0,0.1,0.1,0.1,0,-2778.77418,-2777.106597,-2778.77418,0.002860539,0.676936078
MFSD13A,0.933099095,0.1,0.141450049,0.242379619,0.70487443,-4947.042706,-4945.375468,-4947.042706,7.18732E-07,0.676960736
PABPC4,-0.721160559,2.445137085,1.67398218,1.598568144,-0.064186498,-34570.9523,-34569.28499,-34570.9523,3.66705E-93,0.676960736
ELMSAN1,-1.839887232,0.586147417,0.1,0.12094926,0.315168688,-4515.156138,-4513.489146,-4515.156138,2.24227E-19,0.67698118
ZKSCAN7,0.253611676,0.177731083,0.322007506,0.216300324,-0.560686519,-5915.434396,-5913.767492,-5915.434396,2.92395E-29,0.67698118
KNTC1,-1.111437022,0.23421586,0.1,0.1,0,-3089.787365,-3088.121067,-3089.787365,4.38421E-13,0.677176763
TRAPPC6B,0.040201172,0.103950542,0.118069869,0.124930093,0.064822085,-3996.572738,-3994.907263,-3996.572738,0.877525823,0.677464972
PEX6,0.255621891,0.108819714,0.129384075,0.108195988,-0.180724706,-4614.304038,-4612.638821,-4614.304038,0.028122949,0.677513322
PIGV,0.2221867,0.11875336,0.140047211,0.133058741,-0.108806555,-3887.730099,-3886.065149,-3887.730099,0.674209786,0.677566008
RPL21,-1.390730074,9.098987551,3.732467849,3.347494814,-0.155940916,-47919.79324,-47918.12876,-47919.79324,2.4941E-299,0.677643678
ZNF451,1.171028956,0.721900608,1.70326643,1.832063949,0.062139693,-22323.88548,-22322.22087,-22323.88548,3.96693E-24,0.677643678
EFNA4,-3.623512469,1.269132052,0.1,0.1,0,-7138.219096,-7136.554876,-7138.219096,5.0447E-153,0.677693195
PSMG3,-0.13460899,0.117989452,0.149434464,0.125467141,-0.256983847,-4295.008776,-4293.345168,-4295.008776,0.827804052,0.677891516
PICALM,-0.49770053,0.821843785,0.621220203,0.541509646,-0.154982021,-14912.10853,-14910.44529,-14912.10853,8.57621E-05,0.67798505
DTL,-1.803899178,0.496094993,0.1,0.1,0,-1677.594371,-1675.931363,-1677.594371,1.39124E-60,0.67802458
NDNF,0,0.1,0.1,0.1,0,-332.0983693,-330.4362075,-332.0983693,6.97224E-07,0.67826187
DNAH14,-0.013376777,0.267260552,0.240084493,0.269055365,0.104036867,-6505.060529,-6503.398235,-6505.060529,0.195801403,0.67826187
IRAK1,0.319704385,0.421501148,0.462495262,0.610211682,0.383656508,-12865.59541,-12863.93361,-12865.59541,3.17407E-15,0.678354163
SLC35E2,0,0.1,0.1,0.1,0,-1077.047061,-1075.386185,-1077.047061,0.222993208,0.678630476
SPATC1L,2.469911935,0.221725693,1.514540623,1.309616755,-0.174586813,-21519.93342,-21518.27256,-21519.93342,1.8074E-194,0.678630476
AGBL5,-1.131733725,0.422325135,0.149268146,0.193160193,0.356029749,-6639.640545,-6637.980486,-6639.640545,1.82432E-07,0.678910231
ZNF830,0.564977743,0.190294894,0.277331023,0.331171162,0.220890733,-7420.678902,-7419.019244,-7420.678902,0.037201472,0.679019651
TCEANC,0,0.1,0.1,0.1,0,-699.5734771,-697.9146295,-699.5734771,0.946600061,0.679182431
DONSON,-0.069995379,0.128645701,0.1,0.1,0,-1334.183016,-1332.524171,-1334.183016,2.54712E-06,0.679182431
DNA2,-1.352312282,0.318929134,0.1,0.1,0,-3012.301953,-3010.64293,-3012.301953,5.40052E-33,0.679182431
CCP110,1.065212175,0.150292393,0.238418595,0.352228549,0.50350373,-6492.388344,-6490.730204,-6492.388344,0.000224451,0.679420189
RPS13,-0.846350018,27.02993029,15.77187158,14.76185623,-0.08756618,-72298.06864,-72296.41091,-72298.06864,2.4941E-299,0.679532501
KLHL18,0.064645424,0.152005837,0.160411797,0.141482981,-0.168238259,-4259.496742,-4257.839598,-4259.496742,0.419157842,0.67964115
CENPN,-1.553427851,0.324634715,0.1,0.1,0,-1869.958912,-1868.301937,-1869.958912,3.94761E-35,0.67964115
PHF5A,-1.019598827,1.004570911,0.514146506,0.493495702,-0.0949007,-13410.79805,-13409.14083,-13410.79805,3.87422E-34,0.67964115
CCDC180,0,0.1,0.1,0.1,0,-767.1584523,-765.5015487,-767.1584523,0.278376647,0.67964115
NR2C2,0.148743153,0.37845001,0.461223654,0.440103157,-0.043311108,-10184.24332,-10182.58684,-10184.24332,0.749317073,0.679722669
HMGB2,-4.335695913,1.831492859,0.1,0.100200406,0,-11496.4301,-11494.77381,-11496.4301,2.4941E-299,0.679722669
COG8,-0.388890067,0.220760339,0.210591666,0.18723612,-0.179678134,-6747.836743,-6746.180446,-6747.836743,0.288410231,0.679722669
ATG16L2,2.726168199,0.138095608,0.967165515,1.044333387,0.10472561,-11298.03344,-11296.37755,-11298.03344,8.28682E-74,0.679798451
TMEM87B,-0.339774764,0.238087365,0.169069903,0.198598053,0.220172577,-5011.183058,-5009.52724,-5011.183058,9.2E-13,0.679798451
ERCC2,-0.340895436,0.279701637,0.169151767,0.183414907,0.158457912,-5853.669682,-5852.014107,-5853.669682,0.039680234,0.679807789
TBC1D24,0.381534815,0.1,0.171698265,0.102282988,-0.67179778,-4013.411953,-4011.756444,-4013.411953,1.85646E-05,0.679807789
MAFK,-0.759849369,0.227131135,0.1,0.141354065,0.463653712,-4170.218841,-4168.563627,-4170.218841,0.000368083,0.679870196
ANKRD26,0.132330763,0.347848101,0.361846041,0.355041484,-0.00353871,-11942.51532,-11940.86024,-11942.51532,1.8274E-12,0.679870196
SAP30BP,-0.474826787,0.312381111,0.26476613,0.260354269,-0.028484102,-9769.525604,-9767.870737,-9769.525604,0.031191546,0.67989828
ZNF101,0,0.114685996,0.1,0.1,0,-2419.994242,-2418.339953,-2419.994242,0.224247643,0.680010741
FAM46B,2.621391863,0.1,0.483176103,0.624181487,0.379035351,-8920.151973,-8918.4978,-8920.151973,2.4941E-299,0.680010741
